column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at
13770,1100 Block W 1350 S,C1425270,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,11,04/03/2015 11:11:39 AM,Welfare Check,757384241,CAD: Welfare Check,41.094,"{'type': 'Point', 'coordinates': [-112.049, 41.094]}",-112.049,Other,UT,05/17/2016 11:11:18 PM
13771,2100 Block W 1700 S,C1425326,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,13,04/03/2015 01:24:11 PM,Traffic Stop,757384234,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.067, 41.0892]}",-112.067,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13772,800 Block S 2000 W,C1425332,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,13,04/03/2015 01:36:38 PM,Traffic Stop,757384233,CAD: Traffic Stop,41.1023,"{'type': 'Point', 'coordinates': [-112.065, 41.1023]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13773,1800 Block W 1915 S,C1425333,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,13,04/03/2015 01:43:35 PM,Residential Alarm,757384232,CAD: Residential Alarm,41.086,"{'type': 'Point', 'coordinates': [-112.062, 41.086]}",-112.062,Alarm,UT,05/17/2016 11:11:18 PM
13774,2400 Block S 1800 W,C1425346,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,14,04/03/2015 02:07:35 PM,Residential Alarm,757384230,CAD: Residential Alarm,41.0788,"{'type': 'Point', 'coordinates': [-112.06, 41.0788]}",-112.06,Alarm,UT,05/17/2016 11:11:18 PM
13775,2800 Block W 1700 S,C1425388,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,15,04/03/2015 03:59:41 PM,Susp Circumstance,757384223,CAD: Susp Circumstance,41.0892,"{'type': 'Point', 'coordinates': [-112.082, 41.0892]}",-112.082,Community Policing,UT,05/17/2016 11:11:23 PM
13776,2300 Block S ALLISON WAY,C1425406,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,16,04/03/2015 04:26:28 PM,Theft,757384221,CAD: Theft,41.08,"{'type': 'Point', 'coordinates': [-112.057, 41.08]}",-112.057,Theft,UT,05/17/2016 11:11:19 PM
13777,2600 Block W 2225 S,C1425411,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,16,04/03/2015 04:40:52 PM,Welfare Check,757384220,CAD: Welfare Check,41.0816,"{'type': 'Point', 'coordinates': [-112.077, 41.0816]}",-112.077,Other,UT,05/17/2016 11:11:18 PM
13778,500 Block S 3000 W,C1425446,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,17,04/03/2015 05:53:06 PM,Traffic Enforcement,757384218,CAD: Traffic Enforcement,41.1066,"{'type': 'Point', 'coordinates': [-112.084, 41.1066]}",-112.084,Traffic,UT,05/17/2016 11:11:21 PM
13779,1400 Block S 2000 W,C1425456,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,18,04/03/2015 06:21:58 PM,Traffic Enforcement,757384217,CAD: Traffic Enforcement,41.0934,"{'type': 'Point', 'coordinates': [-112.065, 41.0934]}",-112.065,Traffic,UT,05/17/2016 11:11:21 PM
13780,3100 Block S BLUFF RD,C1425463,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,18,04/03/2015 06:35:43 PM,Wildlife Problem,757384216,CAD: Wildlife Problem,41.0682,"{'type': 'Point', 'coordinates': [-112.053, 41.0682]}",-112.053,Disorder,UT,05/17/2016 11:11:19 PM
13781,2400 Block W 1700 S,C1425509,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,21,04/03/2015 09:05:06 PM,Traffic Stop,757384214,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.073, 41.0892]}",-112.073,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13782,2900 Block W 2700 S,C1425523,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,21,04/03/2015 09:48:41 PM,Traffic Stop,757384212,CAD: Traffic Stop,41.0747,"{'type': 'Point', 'coordinates': [-112.082, 41.0747]}",-112.082,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13783,2300 Block S ALLISON WAY,C1425533,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,22,04/03/2015 10:38:01 PM,Extra Patrol On Site Call,757384210,CAD: Extra Patrol On Site Call,41.08,"{'type': 'Point', 'coordinates': [-112.057, 41.08]}",-112.057,Community Policing,UT,05/17/2016 11:11:22 PM
13784,3500 Block W 1700 S,C1425534,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,22,04/03/2015 10:38:35 PM,Traffic Stop,757384211,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.093, 41.0892]}",-112.093,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13785,3500 Block W PRINCEVILLE DR,C1425541,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,22,04/03/2015 10:52:24 PM,Extra Patrol On Site Call,757384208,CAD: Extra Patrol On Site Call,41.0924,"{'type': 'Point', 'coordinates': [-112.093, 41.0924]}",-112.093,Community Policing,UT,05/17/2016 11:11:22 PM
13786,2400 Block W 1750 S,C1425543,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,23,04/03/2015 11:03:35 PM,Traffic Stop,757384206,CAD: Traffic Stop,41.0882,"{'type': 'Point', 'coordinates': [-112.073, 41.0882]}",-112.073,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13787,2200 Block W 1700 S,C1425545,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,23,04/03/2015 11:04:56 PM,Traffic Stop,757384207,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13788,1600 Block S 2000 W,C1425559,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,23,04/03/2015 11:40:24 PM,Traffic Stop,757384204,CAD: Traffic Stop,41.0906,"{'type': 'Point', 'coordinates': [-112.065, 41.0906]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13789,W HAMMON LN & S DORAL DR,C1425560,SYRACUSE,,04/20/2016 02:59:41 PM,Friday,23,04/03/2015 11:45:20 PM,Extra Patrol On Site Call,757384205,CAD: Extra Patrol On Site Call,41.0947,"{'type': 'Point', 'coordinates': [-112.097, 41.0947]}",-112.097,Community Policing,UT,05/17/2016 11:11:22 PM
13790,1500 Block W HIGHWAY 193,C1425572,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,0,04/04/2015 12:14:19 AM,Traffic Stop,757384202,CAD: Traffic Stop,41.1106,"{'type': 'Point', 'coordinates': [-112.055, 41.1106]}",-112.055,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13791,1700 Block S BLUFF RIDGE DR,C1425573,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,0,04/04/2015 12:15:50 AM,Traffic Stop,757384203,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.04, 41.0892]}",-112.04,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13792,2100 Block S ALLISON WAY,C1425579,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,0,04/04/2015 12:24:26 AM,Extra Patrol On Site Call,757384200,CAD: Extra Patrol On Site Call,41.0822,"{'type': 'Point', 'coordinates': [-112.057, 41.0822]}",-112.057,Community Policing,UT,05/17/2016 11:11:22 PM
13793,1700 Block W CAMINO BLVD,C1425581,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,0,04/04/2015 12:27:05 AM,Extra Patrol On Site Call,757384201,CAD: Extra Patrol On Site Call,41.0765,"{'type': 'Point', 'coordinates': [-112.059, 41.0765]}",-112.059,Community Policing,UT,05/17/2016 11:11:22 PM
13794,1300 Block W 1700 S,C1425602,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,1,04/04/2015 01:39:58 AM,Traffic Stop,757384199,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.052, 41.0891]}",-112.052,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13795,1500 Block S 1525 W,C1425612,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,2,04/04/2015 02:30:14 AM,Extra Patrol On Site Call,757384198,CAD: Extra Patrol On Site Call,41.0909,"{'type': 'Point', 'coordinates': [-112.055, 41.0909]}",-112.055,Community Policing,UT,05/17/2016 11:11:22 PM
13796,2200 Block W 1700 S,C1425621,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,3,04/04/2015 03:32:21 AM,Walk Through Security Checks,757384197,CAD: Walk Through Security Checks,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Community Policing,UT,05/17/2016 11:11:21 PM
13797,1700 Block S MARILYN DR,C1425627,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,4,04/04/2015 04:38:44 AM,Extra Patrol On Site Call,757384196,CAD: Extra Patrol On Site Call,41.0891,"{'type': 'Point', 'coordinates': [-112.054, 41.0891]}",-112.054,Community Policing,UT,05/17/2016 11:11:22 PM
13798,1400 Block S 2000 W,C1425660,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,9,04/04/2015 09:08:12 AM,Extra Patrol On Site Call,757384194,CAD: Extra Patrol On Site Call,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Community Policing,UT,05/17/2016 11:11:22 PM
13799,1500 Block S 2000 W,C1425667,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,9,04/04/2015 09:29:48 AM,Extra Patrol On Site Call,757384193,CAD: Extra Patrol On Site Call,41.0921,"{'type': 'Point', 'coordinates': [-112.064, 41.0921]}",-112.064,Community Policing,UT,05/17/2016 11:11:22 PM
13800,1800 Block W 1500 S,C1425672,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,9,04/04/2015 09:45:09 AM,Community Oriented Policing,757384192,CAD: Community Oriented Policing,41.0905,"{'type': 'Point', 'coordinates': [-112.061, 41.0905]}",-112.061,Community Policing,UT,05/17/2016 11:11:24 PM
13801,1800 Block W 700 S,C1425684,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,10,04/04/2015 10:41:09 AM,Traffic Enforcement,757384191,CAD: Traffic Enforcement,41.1036,"{'type': 'Point', 'coordinates': [-112.062, 41.1036]}",-112.062,Traffic,UT,05/17/2016 11:11:21 PM
13802,300 Block S 2000 W,C1425705,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,11,04/04/2015 11:54:32 AM,Traffic Stop,757384189,CAD: Traffic Stop,41.1093,"{'type': 'Point', 'coordinates': [-112.065, 41.1093]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13803,900 Block S 2500 W,C1425708,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,12,04/04/2015 12:00:07 PM,Traffic Stop,757384188,CAD: Traffic Stop,41.101,"{'type': 'Point', 'coordinates': [-112.074, 41.101]}",-112.074,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13804,2800 Block W 1700 S,C1425716,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,12,04/04/2015 12:16:42 PM,Traffic Stop,757384187,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.08, 41.0892]}",-112.08,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13805,2600 Block S 1000 W,C1425722,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,12,04/04/2015 12:38:47 PM,Extra Patrol REQUEST,757384186,CAD: Extra Patrol REQUEST,41.0749,"{'type': 'Point', 'coordinates': [-112.045, 41.0749]}",-112.045,Community Policing,UT,05/17/2016 11:11:24 PM
13806,1800 Block W 1500 S,C1425727,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,12,04/04/2015 12:56:03 PM,Community Oriented Policing,757384185,CAD: Community Oriented Policing,41.0905,"{'type': 'Point', 'coordinates': [-112.061, 41.0905]}",-112.061,Community Policing,UT,05/17/2016 11:11:24 PM
13807,1700 Block S BLUFF RD,C1425734,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,13,04/04/2015 01:10:53 PM,Animal Problem,757384184,CAD: Animal Problem,41.0892,"{'type': 'Point', 'coordinates': [-112.08, 41.0892]}",-112.08,Disorder,UT,05/17/2016 11:11:20 PM
13808,1800 Block S 1675 W,C1425772,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,15,04/04/2015 03:40:10 PM,Extra Patrol On Site Call,757384182,CAD: Extra Patrol On Site Call,41.0872,"{'type': 'Point', 'coordinates': [-112.058, 41.0872]}",-112.058,Community Policing,UT,05/17/2016 11:11:22 PM
13809,1200 Block W 1350 S,C1425777,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,15,04/04/2015 03:57:59 PM,Complaint on ATVs Scooters,757384181,CAD: Complaint on ATVs Scooters,41.0938,"{'type': 'Point', 'coordinates': [-112.05, 41.0938]}",-112.05,Traffic,UT,05/17/2016 11:11:19 PM
13810,1900 Block S 1000 W,C1425783,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,16,04/04/2015 04:06:51 PM,Extra Patrol On Site Call,757384180,CAD: Extra Patrol On Site Call,41.0855,"{'type': 'Point', 'coordinates': [-112.045, 41.0855]}",-112.045,Community Policing,UT,05/17/2016 11:11:22 PM
13811,500 Block W 2920 S,C1425787,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,16,04/04/2015 04:15:25 PM,Traffic Stop,757384179,CAD: Traffic Stop,41.0715,"{'type': 'Point', 'coordinates': [-112.037, 41.0715]}",-112.037,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13812,500 Block W 2920 S,C1425792,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,16,04/04/2015 04:19:42 PM,Community Oriented Policing,757384178,CAD: Community Oriented Policing,41.0715,"{'type': 'Point', 'coordinates': [-112.037, 41.0715]}",-112.037,Community Policing,UT,05/17/2016 11:11:24 PM
13813,3000 Block S 800 W,C1425799,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,16,04/04/2015 04:37:12 PM,Extra Patrol On Site Call,757384177,CAD: Extra Patrol On Site Call,41.0697,"{'type': 'Point', 'coordinates': [-112.041, 41.0697]}",-112.041,Community Policing,UT,05/17/2016 11:11:22 PM
13814,2000 Block S BLUFF RIDGE DR,C1425805,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,16,04/04/2015 04:58:22 PM,Traffic Enforcement,757384173,CAD: Traffic Enforcement,41.0845,"{'type': 'Point', 'coordinates': [-112.04, 41.0845]}",-112.04,Traffic,UT,05/17/2016 11:11:21 PM
13815,2200 Block S BLUFF RIDGE DR,C1425809,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:10:16 PM,Traffic Stop,757384176,CAD: Traffic Stop,41.0816,"{'type': 'Point', 'coordinates': [-112.04, 41.0816]}",-112.04,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13816,800 Block W 2010 S,C1425818,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:24:04 PM,Traffic Stop,757384175,CAD: Traffic Stop,41.0846,"{'type': 'Point', 'coordinates': [-112.043, 41.0846]}",-112.043,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13817,2100 Block S ALLISON WAY,C1425822,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:36:02 PM,Traffic Enforcement,757384170,CAD: Traffic Enforcement,41.0822,"{'type': 'Point', 'coordinates': [-112.057, 41.0822]}",-112.057,Traffic,UT,05/17/2016 11:11:21 PM
13818,2000 Block S DAHL LN,C1425824,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:38:32 PM,Traffic Stop,757384172,CAD: Traffic Stop,41.084,"{'type': 'Point', 'coordinates': [-112.057, 41.084]}",-112.057,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13819,1900 Block W 1700 S,C1425826,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:41:04 PM,Traffic Stop,757384174,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.063, 41.0892]}",-112.063,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13820,2000 Block S 1675 W,C1425832,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,17,04/04/2015 05:50:15 PM,Traffic Stop,757384171,CAD: Traffic Stop,41.0848,"{'type': 'Point', 'coordinates': [-112.058, 41.0848]}",-112.058,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13821,500 Block S 3000 W,C1425837,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:07:01 PM,Traffic Stop,757384169,CAD: Traffic Stop,41.1058,"{'type': 'Point', 'coordinates': [-112.084, 41.1058]}",-112.084,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13822,1200 Block W 1700 S,C1425840,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:14:07 PM,Traffic Stop,757384168,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.051, 41.0891]}",-112.051,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13823,800 Block S 3000 W,C1425841,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:23:23 PM,Traffic Stop,757384167,CAD: Traffic Stop,41.1023,"{'type': 'Point', 'coordinates': [-112.084, 41.1023]}",-112.084,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13824,2300 Block W 1700 S,C1425844,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:26:50 PM,Traffic Stop,757384166,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.071, 41.0892]}",-112.071,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13825,600 Block S 3000 W,C1425846,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:34:43 PM,Traffic Enforcement,757384161,CAD: Traffic Enforcement,41.1051,"{'type': 'Point', 'coordinates': [-112.084, 41.1051]}",-112.084,Traffic,UT,05/17/2016 11:11:21 PM
13826,2400 Block S BLUFF RD,C1425849,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:40:16 PM,Traffic Stop,757384164,CAD: Traffic Stop,41.0778,"{'type': 'Point', 'coordinates': [-112.069, 41.0778]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13827,2600 Block W 700 S,C1425850,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:40:56 PM,Traffic Stop,757384163,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.076, 41.1037]}",-112.076,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13828,1500 Block S 2000 W,C1425851,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,18,04/04/2015 06:41:10 PM,Traffic Stop,757384165,CAD: Traffic Stop,41.092,"{'type': 'Point', 'coordinates': [-112.065, 41.092]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13829,500 Block S 3000 W,C1425860,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,19,04/04/2015 07:01:24 PM,Traffic Stop,757384162,CAD: Traffic Stop,41.1055,"{'type': 'Point', 'coordinates': [-112.084, 41.1055]}",-112.084,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13830,2800 Block W 700 S,C1425865,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,19,04/04/2015 07:09:39 PM,Traffic Stop,757384160,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.081, 41.1037]}",-112.081,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13831,2900 Block W 700 S,C1425866,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,19,04/04/2015 07:15:06 PM,Traffic Stop,757384159,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.082, 41.1037]}",-112.082,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13832,1200 Block S 2500 W,C1425868,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,19,04/04/2015 07:20:15 PM,Traffic Stop,757384158,CAD: Traffic Stop,41.0963,"{'type': 'Point', 'coordinates': [-112.074, 41.0963]}",-112.074,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13833,2800 Block S 1000 W,C1425882,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,20,04/04/2015 08:06:20 PM,Extra Patrol On Site Call,757384156,CAD: Extra Patrol On Site Call,41.0721,"{'type': 'Point', 'coordinates': [-112.045, 41.0721]}",-112.045,Community Policing,UT,05/17/2016 11:11:22 PM
13834,2700 Block S 2400 W,C1425892,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,20,04/04/2015 08:33:45 PM,Assist Citizen,757384155,CAD: Assist Citizen,41.0733,"{'type': 'Point', 'coordinates': [-112.072, 41.0733]}",-112.072,Other,UT,05/17/2016 11:11:20 PM
13835,800 Block S 2000 W,C1425915,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,21,04/04/2015 09:26:11 PM,Traffic Stop,757384154,CAD: Traffic Stop,41.1015,"{'type': 'Point', 'coordinates': [-112.065, 41.1015]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13836,2600 Block W 2225 S,C1425947,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,22,04/04/2015 10:26:56 PM,Disorderly Conduct,757384152,CAD: Disorderly Conduct,41.0816,"{'type': 'Point', 'coordinates': [-112.077, 41.0816]}",-112.077,Disorder,UT,05/17/2016 11:11:18 PM
13837,700 Block W 2010 S,C1425961,SYRACUSE,,04/20/2016 02:59:41 PM,Saturday,22,04/04/2015 10:55:10 PM,Susp Circumstance,757384153,CAD: Susp Circumstance,41.0845,"{'type': 'Point', 'coordinates': [-112.041, 41.0845]}",-112.041,Community Policing,UT,05/17/2016 11:11:23 PM
13838,1700 Block W 1700 S,C1425993,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,0,04/05/2015 12:18:12 AM,Traffic Stop,757384151,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.059, 41.0891]}",-112.059,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13839,1400 Block S 1100 W,C1425999,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,0,04/05/2015 12:33:29 AM,Susp Circumstance,757384150,CAD: Susp Circumstance,41.0929,"{'type': 'Point', 'coordinates': [-112.048, 41.0929]}",-112.048,Community Policing,UT,05/17/2016 11:11:23 PM
13840,3600 Block W HAMMON LN,C1426027,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,1,04/05/2015 01:21:52 AM,Extra Patrol On Site Call,757384149,CAD: Extra Patrol On Site Call,41.0947,"{'type': 'Point', 'coordinates': [-112.097, 41.0947]}",-112.097,Community Policing,UT,05/17/2016 11:11:22 PM
13841,1700 Block W CAMINO BLVD,C1426057,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,4,04/05/2015 04:32:15 AM,Extra Patrol On Site Call,757384148,CAD: Extra Patrol On Site Call,41.0765,"{'type': 'Point', 'coordinates': [-112.059, 41.0765]}",-112.059,Community Policing,UT,05/17/2016 11:11:22 PM
13842,1800 Block W 1700 S,C1426058,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,5,04/05/2015 05:19:56 AM,Extra Patrol On Site Call,757384147,CAD: Extra Patrol On Site Call,41.0891,"{'type': 'Point', 'coordinates': [-112.061, 41.0891]}",-112.061,Community Policing,UT,05/17/2016 11:11:22 PM
13843,W SILVER HOLLOW RD,C1426063,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,6,04/05/2015 06:49:37 AM,Extra Patrol On Site Call,757384146,CAD: Extra Patrol On Site Call,41.0607,"{'type': 'Point', 'coordinates': [-112.053, 41.0607]}",-112.053,Community Policing,UT,05/17/2016 11:11:22 PM
13844,2200 Block W 700 S,C1426065,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,7,04/05/2015 07:09:22 AM,Traffic Stop,757384145,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.069, 41.1037]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13845,2200 Block W 1700 S,C1426068,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,7,04/05/2015 07:47:46 AM,Traffic Stop,757384144,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13846,3100 Block W 1700 S,C1426072,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,8,04/05/2015 08:14:48 AM,Traffic Stop,757384142,CAD: Traffic Stop,41.0899,"{'type': 'Point', 'coordinates': [-112.087, 41.0899]}",-112.087,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13847,1000 Block W 1700 S,C1426081,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,8,04/05/2015 08:52:17 AM,Traffic Enforcement,757384141,CAD: Traffic Enforcement,41.0892,"{'type': 'Point', 'coordinates': [-112.045, 41.0892]}",-112.045,Traffic,UT,05/17/2016 11:11:21 PM
13848,900 Block W 1700 S,C1426088,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,9,04/05/2015 09:10:35 AM,Traffic Stop,757384143,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13849,2700 Block S BLUFF RD,C1426118,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,10,04/05/2015 10:56:17 AM,Found Property,757384139,CAD: Found Property,41.0739,"{'type': 'Point', 'coordinates': [-112.063, 41.0739]}",-112.063,Other,UT,05/17/2016 11:11:17 PM
13850,3100 Block S BLUFF RD,C1426120,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,10,04/05/2015 10:58:04 AM,Community Oriented Policing,757384138,CAD: Community Oriented Policing,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,05/17/2016 11:11:24 PM
13851,2500 Block S 2000 W,C1426126,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,11,04/05/2015 11:43:43 AM,Traffic Enforcement,757384137,CAD: Traffic Enforcement,41.0776,"{'type': 'Point', 'coordinates': [-112.065, 41.0776]}",-112.065,Traffic,UT,05/17/2016 11:11:21 PM
13852,1500 Block S 2500 W,C1426135,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,12,04/05/2015 12:14:43 PM,Traffic Enforcement,757384136,CAD: Traffic Enforcement,41.0919,"{'type': 'Point', 'coordinates': [-112.074, 41.0919]}",-112.074,Traffic,UT,05/17/2016 11:11:21 PM
13853,2800 Block W 700 S,C1426160,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,14,04/05/2015 02:00:06 PM,Traffic Stop,757384135,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.081, 41.1037]}",-112.081,Vehicle Stop,UT,05/17/2016 11:11:18 PM
13854,1700 Block W CAMINO BLVD,C1426166,SYRACUSE,,04/20/2016 02:59:41 PM,Sunday,14,04/05/2015 02:19:51 PM,Community Oriented Policing,757384133,CAD: Community Oriented Policing,41.0765,"{'type': 'Point', 'coordinates': [-112.059, 41.0765]}",-112.059,Community Policing,UT,05/17/2016 11:11:24 PM
