column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
5130,900 Block W 1800 N,C1942959,CLINTON,,09/05/2018 06:39:02 AM,Tuesday,20,09/04/2018 08:38:02 PM,Traffic Stop,869664224,CAD: Traffic Stop,41.1400335,"{'type': 'Point', 'coordinates': [-112.0435754, 41.1400335]}",-112.0435754,Vehicle Stop,UT,09/18/2018 06:19:16 PM,84015.0
5131,2000 Block W 800 N,C1963691,CLINTON,,10/26/2018 08:17:58 AM,Thursday,23,10/25/2018 11:59:14 PM,Traffic Stop,882721289,CAD: Traffic Stop,41.1253533,"{'type': 'Point', 'coordinates': [-112.0645255, 41.1253533]}",-112.0645255,Vehicle Stop,UT,11/09/2018 03:39:52 AM,84015.0
5132,2200 Block W 2265 N,C1963717,CLINTON,,10/27/2018 06:30:55 AM,Friday,3,10/26/2018 03:09:47 AM,DUI Alcohol or Drugs,883806545,CAD: DUI Alcohol or Drugs,41.1468529,"{'type': 'Point', 'coordinates': [-112.0682932, 41.1468529]}",-112.0682932,Traffic,UT,11/09/2018 06:55:30 PM,84015.0
5133,3000 Block W 1800 N,C1963740,CLINTON,,10/27/2018 06:30:55 AM,Friday,6,10/26/2018 06:29:22 AM,Traffic Stop,883806547,CAD: Traffic Stop,41.1398809,"{'type': 'Point', 'coordinates': [-112.0838272, 41.1398809]}",-112.0838272,Vehicle Stop,UT,11/09/2018 06:55:30 PM,84015.0
5134,1900 Block W 2300 N,C1988727,CLINTON,,12/30/2018 07:24:39 AM,Saturday,19,12/29/2018 07:22:25 PM,DUI Alcohol or Drugs,898182557,CAD: DUI Alcohol or Drugs,41.14746299999999,"{'type': 'Point', 'coordinates': [-112.0627045, 41.14746299999999]}",-112.0627045,Traffic,UT,01/08/2019 09:08:50 PM,84015.0
5135,2200 Block N 1500 W,C1990952,CLINTON,,01/05/2019 07:39:11 AM,Friday,10,01/04/2019 10:17:16 AM,Criminal Mischief,898723970,CAD: Criminal Mischief,41.1456692,"{'type': 'Point', 'coordinates': [-112.0548029, 41.1456692]}",-112.0548029,Property Crime,UT,01/08/2019 09:08:57 PM,84015.0
5136,2600 Block W 1500 N,C1991007,CLINTON,,01/05/2019 07:39:11 AM,Friday,12,01/04/2019 12:40:50 PM,Harassment,898723968,CAD: Harassment,41.1355243,"{'type': 'Point', 'coordinates': [-112.076216, 41.1355243]}",-112.076216,Disorder,UT,01/08/2019 09:08:57 PM,84015.0
5137,1600 Block N 2000 W,C2009206,CLINTON,,03/07/2019 05:23:29 PM,Friday,3,02/22/2019 03:44:26 AM,Walk Through Security Checks,909211359,CAD: Walk Through Security Checks,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,03/09/2019 07:01:09 AM,84015.0
5138,1600 Block N 1000 W,C1970423,CLINTON,,11/12/2018 07:39:11 AM,Sunday,15,11/11/2018 03:43:45 PM,Traffic Stop,889367402,CAD: Traffic Stop,41.1369771,"{'type': 'Point', 'coordinates': [-112.0450456, 41.1369771]}",-112.0450456,Vehicle Stop,UT,11/25/2018 11:16:18 PM,84015.0
5139,2600 Block N 2000 W,C1970448,CLINTON,,11/12/2018 07:39:11 AM,Sunday,17,11/11/2018 05:34:33 PM,Accident Property Damage,889367401,CAD: Accident Property Damage,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Traffic,UT,11/25/2018 11:16:18 PM,84015.0
5140,1800 Block N 750 W,C1971754,CLINTON,,11/16/2018 07:09:28 AM,Thursday,8,11/15/2018 08:12:23 AM,Theft,889706364,CAD: Theft,41.1407697,"{'type': 'Point', 'coordinates': [-112.0405434, 41.1407697]}",-112.0405434,Theft,UT,11/28/2018 03:18:19 PM,84015.0
5141,2400 Block W 1850 N,C1961877,CLINTON,,10/22/2018 06:01:21 AM,Sunday,22,10/21/2018 10:24:43 PM,Traffic Stop,882379583,CAD: Traffic Stop,41.1409156,"{'type': 'Point', 'coordinates': [-112.0722674, 41.1409156]}",-112.0722674,Vehicle Stop,UT,11/05/2018 06:09:08 AM,84015.0
5142,1600 Block N 2000 W,C1961893,CLINTON,,10/22/2018 08:16:47 AM,Sunday,23,10/21/2018 11:36:05 PM,Extra Patrol On Site Call,882401909,CAD: Extra Patrol On Site Call,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,11/05/2018 06:09:08 AM,84015.0
5143,2300 Block N 690 W,C1941691,CLINTON,,09/02/2018 06:23:45 AM,Saturday,11,09/01/2018 11:43:31 AM,Neighborhood Dispute,868922062,CAD: Neighborhood Dispute,41.1471804,"{'type': 'Point', 'coordinates': [-112.0386233, 41.1471804]}",-112.0386233,Disorder,UT,09/15/2018 06:50:34 AM,84015.0
5144,2400 Block N 690 W,C1941713,CLINTON,,09/02/2018 06:23:45 AM,Saturday,12,09/01/2018 12:43:09 PM,Theft,868922065,CAD: Theft,41.1489938,"{'type': 'Point', 'coordinates': [-112.0386326, 41.1489938]}",-112.0386326,Theft,UT,09/15/2018 06:50:34 AM,84015.0
5145,3300 Block W 1300 N,C1941745,CLINTON,,09/02/2018 06:23:45 AM,Saturday,15,09/01/2018 03:24:01 PM,Assist Citizen,868922061,CAD: Assist Citizen,41.132633,"{'type': 'Point', 'coordinates': [-112.0897254, 41.132633]}",-112.0897254,Other,UT,09/15/2018 06:50:34 AM,84015.0
5146,1500 Block W 1300 N,C1941780,CLINTON,,09/02/2018 06:23:45 AM,Saturday,16,09/01/2018 04:47:47 PM,Agency Assistance,868922060,CAD: Agency Assistance,41.1326251,"{'type': 'Point', 'coordinates': [-112.0548441, 41.1326251]}",-112.0548441,Other,UT,09/15/2018 06:50:34 AM,84015.0
5147,1100 Block W 1580 N,C1941790,CLINTON,,09/02/2018 06:23:45 AM,Saturday,17,09/01/2018 05:23:05 PM,Residential Alarm,868922059,CAD: Residential Alarm,41.1369786,"{'type': 'Point', 'coordinates': [-112.0471802, 41.1369786]}",-112.0471802,Alarm,UT,09/15/2018 06:50:34 AM,84015.0
5148,1600 Block N 2000 W,C1941836,CLINTON,,09/02/2018 06:23:45 AM,Saturday,20,09/01/2018 08:20:47 PM,Walk Through Security Checks,868922055,CAD: Walk Through Security Checks,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,09/15/2018 06:50:34 AM,84015.0
5149,2100 Block N 950 W,C1942108,CLINTON,,09/03/2018 06:06:28 AM,Sunday,16,09/02/2018 04:21:40 PM,Susp Circumstance,869036170,CAD: Susp Circumstance,41.1442639,"{'type': 'Point', 'coordinates': [-112.0441937, 41.1442639]}",-112.0441937,Community Policing,UT,09/15/2018 06:50:34 AM,84015.0
5150,1900 Block N 2225 W,C1942183,CLINTON,,09/03/2018 06:06:28 AM,Sunday,20,09/02/2018 08:31:25 PM,Unwanted Guest,869036166,CAD: Unwanted Guest,41.14160620000001,"{'type': 'Point', 'coordinates': [-112.0680097, 41.14160620000001]}",-112.0680097,Disorder,UT,09/15/2018 06:50:34 AM,84015.0
5151,2800 Block W 1800 N,C1942198,CLINTON,,09/03/2018 06:06:28 AM,Sunday,21,09/02/2018 09:24:56 PM,Traffic Stop,869036167,CAD: Traffic Stop,41.1404669,"{'type': 'Point', 'coordinates': [-112.0802606, 41.1404669]}",-112.0802606,Vehicle Stop,UT,09/15/2018 06:50:34 AM,84015.0
5152,1900 Block N 2225 W,C1942203,CLINTON,,09/03/2018 06:06:28 AM,Sunday,21,09/02/2018 09:55:07 PM,Property Damage,869036165,CAD: Property Damage,41.14160620000001,"{'type': 'Point', 'coordinates': [-112.0680097, 41.14160620000001]}",-112.0680097,Property Crime,UT,09/15/2018 06:50:34 AM,84015.0
5153,2600 Block W 1800 N,C1942209,CLINTON,,09/03/2018 06:06:28 AM,Sunday,22,09/02/2018 10:08:31 PM,Traffic Stop,869036164,CAD: Traffic Stop,41.1398748,"{'type': 'Point', 'coordinates': [-112.0764982, 41.1398748]}",-112.0764982,Vehicle Stop,UT,09/15/2018 06:50:34 AM,84015.0
5154,1600 Block N 1300 W,C1942225,CLINTON,,09/03/2018 06:06:28 AM,Sunday,23,09/02/2018 11:20:40 PM,Susp Circumstance,869036163,CAD: Susp Circumstance,41.1370958,"{'type': 'Point', 'coordinates': [-112.0506661, 41.1370958]}",-112.0506661,Community Policing,UT,09/15/2018 06:50:34 AM,84015.0
5155,3000 Block W 1800 N,C1943877,CLINTON,,09/08/2018 06:23:33 AM,Friday,4,09/07/2018 04:47:38 AM,Traffic Stop,874121913,CAD: Traffic Stop,41.1398809,"{'type': 'Point', 'coordinates': [-112.0838272, 41.1398809]}",-112.0838272,Vehicle Stop,UT,09/21/2018 06:09:21 PM,84015.0
5156,2200 Block N 1200 W,C1944104,CLINTON,,09/08/2018 06:23:33 AM,Friday,15,09/07/2018 03:49:22 PM,Theft,874121905,CAD: Theft,41.1456122,"{'type': 'Point', 'coordinates': [-112.0484391, 41.1456122]}",-112.0484391,Theft,UT,09/21/2018 06:09:21 PM,84015.0
5157,2100 Block W 1630 N,C1950448,CLINTON,,09/24/2018 06:16:32 AM,Sunday,16,09/23/2018 04:29:29 PM,Welfare Check,878841523,CAD: Welfare Check,41.1375855,"{'type': 'Point', 'coordinates': [-112.0663844, 41.1375855]}",-112.0663844,Other,UT,10/07/2018 06:06:08 AM,84015.0
5158,2300 Block N 2000 W,C1950513,CLINTON,,09/24/2018 06:16:32 AM,Sunday,20,09/23/2018 08:12:25 PM,Pedestrian Stop,878841519,CAD: Pedestrian Stop,41.1471595,"{'type': 'Point', 'coordinates': [-112.0644759, 41.1471595]}",-112.0644759,Pedestrian Stop,UT,10/07/2018 06:06:09 AM,84015.0
5159,2200 Block N 1500 W,C1951558,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,10,09/26/2018 10:04:26 AM,Community Oriented Policing,879230293,CAD: Community Oriented Policing,41.1456692,"{'type': 'Point', 'coordinates': [-112.0548029, 41.1456692]}",-112.0548029,Community Policing,UT,10/10/2018 10:27:46 PM,84015.0
5160,700 Block W 2005 N,C1951570,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,10,09/26/2018 10:39:04 AM,Unwanted Guest,879230294,CAD: Unwanted Guest,41.1431,"{'type': 'Point', 'coordinates': [-112.0416534, 41.1431]}",-112.0416534,Disorder,UT,10/10/2018 10:27:46 PM,84015.0
5161,1100 Block N 1000 W,C1951631,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,13,09/26/2018 01:21:32 PM,Impounded Vehicle,879230292,CAD: Impounded Vehicle,41.12936879999999,"{'type': 'Point', 'coordinates': [-112.0452859, 41.12936879999999]}",-112.0452859,Traffic,UT,10/10/2018 10:27:46 PM,84015.0
5162,2200 Block N 1500 W,C1951658,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,14,09/26/2018 02:14:09 PM,Community Oriented Policing,879230290,CAD: Community Oriented Policing,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,10/10/2018 10:27:46 PM,84015.0
5163,800 Block N 1000 W,C1963793,CLINTON,,10/27/2018 06:30:55 AM,Friday,8,10/26/2018 08:37:37 AM,Traffic Stop,883806542,CAD: Traffic Stop,41.1254941,"{'type': 'Point', 'coordinates': [-112.045611, 41.1254941]}",-112.045611,Vehicle Stop,UT,11/09/2018 06:55:30 PM,84015.0
5164,1000 Block W 1385 N,C1948241,CLINTON,,09/19/2018 06:56:13 AM,Tuesday,10,09/18/2018 10:43:39 AM,Traffic Stop,878390300,CAD: Traffic Stop,41.1338623,"{'type': 'Point', 'coordinates': [-112.0452811, 41.1338623]}",-112.0452811,Vehicle Stop,UT,10/03/2018 12:16:54 AM,84015.0
5165,1100 Block W 1300 N,C1963794,CLINTON,,10/27/2018 06:30:55 AM,Friday,8,10/26/2018 08:41:44 AM,Traffic Stop,883806541,CAD: Traffic Stop,41.1326048,"{'type': 'Point', 'coordinates': [-112.0471211, 41.1326048]}",-112.0471211,Vehicle Stop,UT,11/09/2018 06:55:30 PM,84015.0
5166,2200 Block N 1500 W,C1963929,CLINTON,,10/27/2018 06:30:55 AM,Friday,13,10/26/2018 01:37:00 PM,Theft,883806530,CAD: Theft,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Theft,UT,11/09/2018 06:55:31 PM,84015.0
5167,2800 Block W 1800 N,C1963932,CLINTON,,10/27/2018 06:30:55 AM,Friday,13,10/26/2018 01:40:43 PM,Susp Circumstance,883806531,CAD: Susp Circumstance,41.1404669,"{'type': 'Point', 'coordinates': [-112.0802606, 41.1404669]}",-112.0802606,Community Policing,UT,11/09/2018 06:55:31 PM,84015.0
5168,2200 Block N 1500 W,C1991012,CLINTON,,01/05/2019 07:39:11 AM,Friday,12,01/04/2019 12:45:45 PM,Threatening,898723969,CAD: Threatening,41.1456692,"{'type': 'Point', 'coordinates': [-112.0548029, 41.1456692]}",-112.0548029,Disorder,UT,01/08/2019 09:08:57 PM,84015.0
5169,2200 Block N 1500 W,C1991037,CLINTON,,01/05/2019 07:39:11 AM,Friday,13,01/04/2019 01:39:21 PM,Fraud Activities,898723967,CAD: Fraud Activities,41.1456692,"{'type': 'Point', 'coordinates': [-112.0548029, 41.1456692]}",-112.0548029,Theft,UT,01/08/2019 09:08:57 PM,84015.0
5170,1200 Block N 780 W,C1991043,CLINTON,,01/05/2019 07:39:11 AM,Friday,13,01/04/2019 01:51:13 PM,Criminal Trespass,898723963,CAD: Criminal Trespass,41.1311296,"{'type': 'Point', 'coordinates': [-112.0415643, 41.1311296]}",-112.0415643,Property Crime,UT,01/08/2019 09:08:57 PM,84015.0
5171,1900 Block N 2000 W,C1976900,CLINTON,,11/29/2018 07:26:54 AM,Wednesday,11,11/28/2018 11:04:20 AM,Shoplifting,891790375,CAD: Shoplifting,41.141532,"{'type': 'Point', 'coordinates': [-112.0638863, 41.141532]}",-112.0638863,Theft,UT,12/12/2018 05:55:19 AM,84015.0
5172,2000 Block W 1800 N,C1970457,CLINTON,,11/12/2018 07:39:11 AM,Sunday,18,11/11/2018 06:04:46 PM,Reckless Driver,889367400,CAD: Reckless Driver,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Traffic,UT,11/25/2018 11:16:18 PM,84015.0
5173,2300 Block N 1500 W,C1942242,CLINTON,,09/04/2018 06:37:37 AM,Monday,0,09/03/2018 12:07:54 AM,Extra Patrol On Site Call,869091599,CAD: Extra Patrol On Site Call,41.1477739,"{'type': 'Point', 'coordinates': [-112.0547823, 41.1477739]}",-112.0547823,Community Policing,UT,09/17/2018 02:35:00 PM,84015.0
5174,1800 Block N 2000 W,C1943017,CLINTON,,09/06/2018 06:27:19 AM,Wednesday,0,09/05/2018 12:13:29 AM,Traffic Stop,870074894,CAD: Traffic Stop,41.1398974,"{'type': 'Point', 'coordinates': [-112.0644229, 41.1398974]}",-112.0644229,Vehicle Stop,UT,09/19/2018 06:12:08 PM,84015.0
5175,600 Block N 1300 W,C1944826,CLINTON,,09/10/2018 06:07:29 AM,Sunday,22,09/09/2018 10:58:48 PM,Agency Assistance,874303331,CAD: Agency Assistance,41.1225204,"{'type': 'Point', 'coordinates': [-112.0511567, 41.1225204]}",-112.0511567,Other,UT,09/23/2018 08:30:54 PM,84015.0
5176,1400 Block N 2340 W,C1944829,CLINTON,,09/10/2018 06:07:29 AM,Sunday,23,09/09/2018 11:13:14 PM,Barking Dog,874303330,CAD: Barking Dog,41.1340241,"{'type': 'Point', 'coordinates': [-112.0707772, 41.1340241]}",-112.0707772,Disorder,UT,09/23/2018 08:30:54 PM,84015.0
5177,1000 Block W 1800 N,C1944841,CLINTON,,09/11/2018 06:10:27 AM,Monday,2,09/10/2018 02:50:01 AM,Extra Patrol REQUEST,876947884,CAD: Extra Patrol REQUEST,41.1384681,"{'type': 'Point', 'coordinates': [-112.0455644, 41.1384681]}",-112.0455644,Community Policing,UT,09/25/2018 04:16:35 AM,84015.0
5178,800 Block N 2000 W,C1944853,CLINTON,,09/11/2018 06:10:27 AM,Monday,6,09/10/2018 06:09:06 AM,Traffic Stop,876947883,CAD: Traffic Stop,41.124692,"{'type': 'Point', 'coordinates': [-112.066642, 41.124692]}",-112.066642,Vehicle Stop,UT,09/25/2018 04:16:35 AM,84015.0
5179,1400 Block N 2000 W,C1944856,CLINTON,,09/11/2018 06:10:27 AM,Monday,6,09/10/2018 06:33:47 AM,Traffic Stop,876947882,CAD: Traffic Stop,41.1341869,"{'type': 'Point', 'coordinates': [-112.0645028, 41.1341869]}",-112.0645028,Vehicle Stop,UT,09/25/2018 04:16:35 AM,84015.0
5180,1800 Block N 1500 W,C1944901,CLINTON,,09/11/2018 06:10:27 AM,Monday,8,09/10/2018 08:46:40 AM,Community Oriented Policing,876947880,CAD: Community Oriented Policing,41.13987729999999,"{'type': 'Point', 'coordinates': [-112.0548312, 41.13987729999999]}",-112.0548312,Community Policing,UT,09/25/2018 04:16:35 AM,84015.0
5181,500 Block W 2300 N,C1944963,CLINTON,,09/11/2018 06:10:27 AM,Monday,11,09/10/2018 11:47:41 AM,"Suspicious Person, Circumstnce",876947879,"CAD: Suspicious Person, Circumstnce",41.1471571,"{'type': 'Point', 'coordinates': [-112.0365146, 41.1471571]}",-112.0365146,Community Policing,UT,09/25/2018 04:16:35 AM,84015.0
5182,500 Block W 2300 N,C1957947,CLINTON,,10/13/2018 06:13:03 AM,Friday,0,10/12/2018 12:02:03 AM,Extra Patrol REQUEST,881062170,CAD: Extra Patrol REQUEST,41.1471571,"{'type': 'Point', 'coordinates': [-112.0365146, 41.1471571]}",-112.0365146,Community Policing,UT,10/27/2018 02:59:51 AM,84015.0
5183,1700 Block N 1300 W,C1958045,CLINTON,,10/13/2018 06:13:03 AM,Friday,9,10/12/2018 09:49:35 AM,Welfare Check,881062163,CAD: Welfare Check,41.1383218,"{'type': 'Point', 'coordinates': [-112.0509508, 41.1383218]}",-112.0509508,Other,UT,10/27/2018 02:59:51 AM,84015.0
5184,1200 Block W 800 N,C1958051,CLINTON,,10/13/2018 06:13:03 AM,Friday,10,10/12/2018 10:15:13 AM,Traffic Stop,881062162,CAD: Traffic Stop,41.12580639999999,"{'type': 'Point', 'coordinates': [-112.0490107, 41.12580639999999]}",-112.0490107,Vehicle Stop,UT,10/27/2018 02:59:51 AM,84015.0
5185,2800 Block W 1800 N,C1958058,CLINTON,,10/13/2018 06:13:03 AM,Friday,10,10/12/2018 10:51:39 AM,Juvenile Problem,881062161,CAD: Juvenile Problem,41.1404669,"{'type': 'Point', 'coordinates': [-112.0802606, 41.1404669]}",-112.0802606,Disorder,UT,10/27/2018 02:59:52 AM,84015.0
5186,1400 Block W 800 N,C1958064,CLINTON,,10/13/2018 06:13:03 AM,Friday,11,10/12/2018 11:18:30 AM,Parking Problem,881062160,CAD: Parking Problem,41.1253499,"{'type': 'Point', 'coordinates': [-112.0535196, 41.1253499]}",-112.0535196,Traffic,UT,10/27/2018 02:59:52 AM,84015.0
5187,1600 Block N 2000 W,C1958110,CLINTON,,10/13/2018 06:13:03 AM,Friday,13,10/12/2018 01:23:23 PM,Accident Property Damage,881062159,CAD: Accident Property Damage,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Traffic,UT,10/27/2018 02:59:52 AM,84015.0
5188,2300 Block W 2580 N,C1958112,CLINTON,,10/13/2018 06:13:03 AM,Friday,13,10/12/2018 01:24:31 PM,Vehicle Burglary,881062157,CAD: Vehicle Burglary,41.1514829,"{'type': 'Point', 'coordinates': [-112.0703088, 41.1514829]}",-112.0703088,Theft from Vehicle,UT,10/27/2018 02:59:52 AM,84015.0
5189,800 Block W 1800 N,C1958162,CLINTON,,10/13/2018 06:13:03 AM,Friday,15,10/12/2018 03:24:34 PM,Traffic Stop,881062156,CAD: Traffic Stop,41.1401615,"{'type': 'Point', 'coordinates': [-112.0414317, 41.1401615]}",-112.0414317,Vehicle Stop,UT,10/27/2018 02:59:52 AM,84015.0
5190,1900 Block N 2000 W,C1964016,CLINTON,,10/27/2018 06:30:55 AM,Friday,16,10/26/2018 04:52:46 PM,Abandoned Vehicle,883806526,CAD: Abandoned Vehicle,41.141532,"{'type': 'Point', 'coordinates': [-112.0638863, 41.141532]}",-112.0638863,Traffic,UT,11/09/2018 06:55:31 PM,84015.0
5191,2300 Block N 1500 W,C1964077,CLINTON,,10/27/2018 06:30:55 AM,Friday,19,10/26/2018 07:14:53 PM,Extra Patrol On Site Call,883806523,CAD: Extra Patrol On Site Call,41.1477739,"{'type': 'Point', 'coordinates': [-112.0547823, 41.1477739]}",-112.0547823,Community Policing,UT,11/09/2018 06:55:31 PM,84015.0
5192,2400 Block N 770 W,C1964122,CLINTON,,10/27/2018 06:30:55 AM,Friday,20,10/26/2018 08:51:47 PM,Warrant Service,883806522,CAD: Warrant Service,41.1490065,"{'type': 'Point', 'coordinates': [-112.0410412, 41.1490065]}",-112.0410412,Other,UT,11/09/2018 06:55:31 PM,84015.0
5193,1100 Block W 1300 N,C1964131,CLINTON,,10/27/2018 06:30:55 AM,Friday,21,10/26/2018 09:14:11 PM,Warrant Service,883806521,CAD: Warrant Service,41.1326048,"{'type': 'Point', 'coordinates': [-112.0471211, 41.1326048]}",-112.0471211,Other,UT,11/09/2018 06:55:31 PM,84015.0
5194,2200 Block N 1500 W,C1991058,CLINTON,,01/05/2019 07:39:11 AM,Friday,14,01/04/2019 02:24:42 PM,Theft,898723966,CAD: Theft,41.1456692,"{'type': 'Point', 'coordinates': [-112.0548029, 41.1456692]}",-112.0548029,Theft,UT,01/08/2019 09:08:57 PM,84015.0
5195,1200 Block N 780 W,C1991134,CLINTON,,01/05/2019 07:39:11 AM,Friday,17,01/04/2019 05:44:17 PM,Threatening,898723958,CAD: Threatening,41.1311296,"{'type': 'Point', 'coordinates': [-112.0415643, 41.1311296]}",-112.0415643,Disorder,UT,01/08/2019 09:08:58 PM,84015.0
5196,1500 Block W 2300 N,C1991192,CLINTON,,01/05/2019 07:39:11 AM,Friday,21,01/04/2019 09:00:56 PM,Traffic Stop,898723956,CAD: Traffic Stop,41.147082,"{'type': 'Point', 'coordinates': [-112.0550107, 41.147082]}",-112.0550107,Vehicle Stop,UT,01/08/2019 09:08:58 PM,84015.0
5197,2600 Block N 2000 W,C1991288,CLINTON,,01/06/2019 07:30:46 AM,Saturday,2,01/05/2019 02:29:48 AM,Traffic Stop,898796675,CAD: Traffic Stop,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Vehicle Stop,UT,01/08/2019 09:08:58 PM,84015.0
5198,1900 Block N 2000 W,C1970486,CLINTON,,11/12/2018 07:39:11 AM,Sunday,20,11/11/2018 08:24:08 PM,Susp Circumstance,889367398,CAD: Susp Circumstance,41.141532,"{'type': 'Point', 'coordinates': [-112.0638863, 41.141532]}",-112.0638863,Community Policing,UT,11/25/2018 11:16:18 PM,84015.0
5199,1400 Block N 2225 W,C1970516,CLINTON,,11/12/2018 07:39:11 AM,Sunday,22,11/11/2018 10:32:52 PM,Agency Assistance,889367397,CAD: Agency Assistance,41.134246,"{'type': 'Point', 'coordinates': [-112.0684452, 41.134246]}",-112.0684452,Other,UT,11/25/2018 11:16:18 PM,84015.0
5200,1000 Block W 1800 N,C1970549,CLINTON,,11/13/2018 07:58:40 AM,Monday,4,11/12/2018 04:29:53 AM,"Suspicious Person, Circumstnce",889449124,"CAD: Suspicious Person, Circumstnce",41.1384681,"{'type': 'Point', 'coordinates': [-112.0455644, 41.1384681]}",-112.0455644,Community Policing,UT,11/25/2018 11:16:18 PM,84015.0
5201,2600 Block W 1500 N,C1970577,CLINTON,,11/13/2018 07:58:40 AM,Monday,7,11/12/2018 07:03:45 AM,"Theft, Automobile",889449123,"CAD: Theft, Automobile",41.1355243,"{'type': 'Point', 'coordinates': [-112.076216, 41.1355243]}",-112.076216,Theft of Vehicle,UT,11/25/2018 11:16:18 PM,84015.0
5202,2000 Block N 850 W,C1951416,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,0,09/26/2018 12:30:06 AM,Traffic Stop,879230301,CAD: Traffic Stop,41.1429298,"{'type': 'Point', 'coordinates': [-112.0422207, 41.1429298]}",-112.0422207,Vehicle Stop,UT,10/10/2018 10:27:46 PM,84015.0
5203,1700 Block W 1700 N,C1951432,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,1,09/26/2018 01:27:46 AM,Extra Patrol On Site Call,879230300,CAD: Extra Patrol On Site Call,41.138302,"{'type': 'Point', 'coordinates': [-112.0589962, 41.138302]}",-112.0589962,Community Policing,UT,10/10/2018 10:27:46 PM,84015.0
5204,1700 Block N 2000 W,C1951434,CLINTON,,09/27/2018 06:01:22 AM,Wednesday,1,09/26/2018 01:48:16 AM,Extra Patrol On Site Call,879230299,CAD: Extra Patrol On Site Call,41.1385131,"{'type': 'Point', 'coordinates': [-112.064424, 41.1385131]}",-112.064424,Community Policing,UT,10/10/2018 10:27:46 PM,84015.0
5205,3600 Block W CRANEFIELD RD,C1958164,CLINTON,,10/13/2018 06:13:03 AM,Friday,15,10/12/2018 03:37:08 PM,Intoxicated Person,881062155,CAD: Intoxicated Person,41.1496601,"{'type': 'Point', 'coordinates': [-112.0954418, 41.1496601]}",-112.0954418,Liquor,UT,10/27/2018 02:59:52 AM,84015.0
5206,1200 Block N 900 W,C1958239,CLINTON,,10/13/2018 06:13:03 AM,Friday,19,10/12/2018 07:28:38 PM,Accident Property Damage,881062150,CAD: Accident Property Damage,41.131065,"{'type': 'Point', 'coordinates': [-112.0433427, 41.131065]}",-112.0433427,Traffic,UT,10/27/2018 02:59:52 AM,84015.0
5207,1700 Block W 1700 N,C1958245,CLINTON,,10/13/2018 06:13:03 AM,Friday,19,10/12/2018 07:46:56 PM,Susp Circumstance,881062151,CAD: Susp Circumstance,41.138302,"{'type': 'Point', 'coordinates': [-112.0589962, 41.138302]}",-112.0589962,Community Policing,UT,10/27/2018 02:59:52 AM,84015.0
5208,1100 Block W 1640 N,C1964132,CLINTON,,10/27/2018 06:30:55 AM,Friday,21,10/26/2018 09:17:34 PM,Shots Fired,883806520,CAD: Shots Fired,41.1378002,"{'type': 'Point', 'coordinates': [-112.0471385, 41.1378002]}",-112.0471385,Weapons Offense,UT,11/09/2018 06:55:31 PM,84015.0
5209,2100 Block W 1800 N,C1964166,CLINTON,,10/27/2018 06:30:55 AM,Friday,22,10/26/2018 10:53:45 PM,Traffic Stop,883806518,CAD: Traffic Stop,41.1402696,"{'type': 'Point', 'coordinates': [-112.0666946, 41.1402696]}",-112.0666946,Vehicle Stop,UT,11/09/2018 06:55:31 PM,84015.0
5210,1700 Block W 800 N,C1991291,CLINTON,,01/06/2019 07:30:46 AM,Saturday,2,01/05/2019 02:45:40 AM,Susp Vehicle,898796674,CAD: Susp Vehicle,41.1253536,"{'type': 'Point', 'coordinates': [-112.0591741, 41.1253536]}",-112.0591741,Community Policing,UT,01/08/2019 09:08:58 PM,84015.0
5211,2300 Block N 1500 W,C1956166,CLINTON,,10/08/2018 06:52:16 AM,Sunday,0,10/07/2018 12:11:12 AM,Extra Patrol On Site Call,880319675,CAD: Extra Patrol On Site Call,41.1477739,"{'type': 'Point', 'coordinates': [-112.0547823, 41.1477739]}",-112.0547823,Community Policing,UT,10/22/2018 04:31:39 AM,84015.0
